product_id,product_name,category,age_group,skin_condition,flag,risk,reason
mk15,Bright Eyes Concealer - Beige,concealer,adult,none,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk15,Bright Eyes Concealer - Beige,concealer,mature,sensitive,fragrance_or_sensitizer_present,elevated,Contains ingredient(s) recognised as common contact allergens. Higher relevance for sensitive/eczema-prone skin.
mk15,Bright Eyes Concealer - Beige,concealer,mature,acne_prone,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk15,Bright Eyes Concealer - Beige,concealer,mature,acne_prone,comedogenic_ingredient_present,elevated,Contains ingredient(s) with a history of pore-clogging/breakout potential; relevant for acne-prone skin specifically.
mk15,Bright Eyes Concealer - Beige,concealer,mature,eczema,fragrance_or_sensitizer_present,elevated,Contains ingredient(s) recognised as common contact allergens. Higher relevance for sensitive/eczema-prone skin.
mk15,Bright Eyes Concealer - Beige,concealer,mature,rosacea,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk15,Bright Eyes Concealer - Beige,concealer,mature,pregnancy,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk15,Bright Eyes Concealer - Beige,concealer,mature,none,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk17,Bright Eyes Concealer - Mocha,concealer,teen,sensitive,fragrance_or_sensitizer_present,elevated,Contains ingredient(s) recognised as common contact allergens. Higher relevance for sensitive/eczema-prone skin.
mk17,Bright Eyes Concealer - Mocha,concealer,teen,acne_prone,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk17,Bright Eyes Concealer - Mocha,concealer,teen,eczema,fragrance_or_sensitizer_present,elevated,Contains ingredient(s) recognised as common contact allergens. Higher relevance for sensitive/eczema-prone skin.
mk17,Bright Eyes Concealer - Mocha,concealer,teen,rosacea,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk17,Bright Eyes Concealer - Mocha,concealer,teen,pregnancy,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk17,Bright Eyes Concealer - Mocha,concealer,teen,none,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk17,Bright Eyes Concealer - Mocha,concealer,adult,sensitive,fragrance_or_sensitizer_present,elevated,Contains ingredient(s) recognised as common contact allergens. Higher relevance for sensitive/eczema-prone skin.
mk17,Bright Eyes Concealer - Mocha,concealer,adult,acne_prone,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk17,Bright Eyes Concealer - Mocha,concealer,adult,eczema,fragrance_or_sensitizer_present,elevated,Contains ingredient(s) recognised as common contact allergens. Higher relevance for sensitive/eczema-prone skin.
mk17,Bright Eyes Concealer - Mocha,concealer,adult,rosacea,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk17,Bright Eyes Concealer - Mocha,concealer,adult,pregnancy,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk17,Bright Eyes Concealer - Mocha,concealer,adult,none,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk17,Bright Eyes Concealer - Mocha,concealer,mature,sensitive,fragrance_or_sensitizer_present,elevated,Contains ingredient(s) recognised as common contact allergens. Higher relevance for sensitive/eczema-prone skin.
mk17,Bright Eyes Concealer - Mocha,concealer,mature,acne_prone,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk17,Bright Eyes Concealer - Mocha,concealer,mature,eczema,fragrance_or_sensitizer_present,elevated,Contains ingredient(s) recognised as common contact allergens. Higher relevance for sensitive/eczema-prone skin.
mk17,Bright Eyes Concealer - Mocha,concealer,mature,rosacea,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk17,Bright Eyes Concealer - Mocha,concealer,mature,pregnancy,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk17,Bright Eyes Concealer - Mocha,concealer,mature,none,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk18,Bright Eyes Concealer - Espresso,concealer,teen,sensitive,fragrance_or_sensitizer_present,elevated,Contains ingredient(s) recognised as common contact allergens. Higher relevance for sensitive/eczema-prone skin.
mk18,Bright Eyes Concealer - Espresso,concealer,teen,acne_prone,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk18,Bright Eyes Concealer - Espresso,concealer,teen,acne_prone,comedogenic_ingredient_present,elevated,Contains ingredient(s) with a history of pore-clogging/breakout potential; relevant for acne-prone skin specifically.
mk18,Bright Eyes Concealer - Espresso,concealer,teen,acne_prone,comedogenic_teen_note,standard,Contains pore-clogging-prone ingredients; worth knowing since acne is common in the teen years.
mk18,Bright Eyes Concealer - Espresso,concealer,teen,eczema,fragrance_or_sensitizer_present,elevated,Contains ingredient(s) recognised as common contact allergens. Higher relevance for sensitive/eczema-prone skin.
mk18,Bright Eyes Concealer - Espresso,concealer,teen,rosacea,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk18,Bright Eyes Concealer - Espresso,concealer,teen,pregnancy,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk18,Bright Eyes Concealer - Espresso,concealer,teen,none,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk18,Bright Eyes Concealer - Espresso,concealer,teen,none,comedogenic_teen_note,standard,Contains pore-clogging-prone ingredients; worth knowing since acne is common in the teen years.
mk18,Bright Eyes Concealer - Espresso,concealer,adult,sensitive,fragrance_or_sensitizer_present,elevated,Contains ingredient(s) recognised as common contact allergens. Higher relevance for sensitive/eczema-prone skin.
mk18,Bright Eyes Concealer - Espresso,concealer,adult,acne_prone,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk18,Bright Eyes Concealer - Espresso,concealer,adult,acne_prone,comedogenic_ingredient_present,elevated,Contains ingredient(s) with a history of pore-clogging/breakout potential; relevant for acne-prone skin specifically.
mk18,Bright Eyes Concealer - Espresso,concealer,adult,eczema,fragrance_or_sensitizer_present,elevated,Contains ingredient(s) recognised as common contact allergens. Higher relevance for sensitive/eczema-prone skin.
mk18,Bright Eyes Concealer - Espresso,concealer,adult,rosacea,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk18,Bright Eyes Concealer - Espresso,concealer,adult,pregnancy,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk18,Bright Eyes Concealer - Espresso,concealer,adult,none,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk18,Bright Eyes Concealer - Espresso,concealer,mature,sensitive,fragrance_or_sensitizer_present,elevated,Contains ingredient(s) recognised as common contact allergens. Higher relevance for sensitive/eczema-prone skin.
mk18,Bright Eyes Concealer - Espresso,concealer,mature,acne_prone,fragrance_or_sensitizer_present,standard,Contains ingredient(s) recognised as common contact allergens.
mk18,Bright Eyes Concealer - Espresso,concealer,mature,acne_prone,comedogenic_ingredient_present,elevated,Contains ingredient(s) with a history of pore-clogging/breakout potential; relevant for acne-prone skin specifically.
